codigo,descricao
6905604,CREME DE BRIGADEIRO
6905605,CREME DE CHOCOLATE
6905701,GUARANA EM PO NATURAL
6905702,GUARANA NATURAL EM PO
6905801,OVO DE PASCOA
6905802,COELHINHO DA PASCOA DE CHOCOLATE
6905803,CHOCOLATE COELHINHO DA PASCOA
6905804,KINDER OVO
6905805,PAPAI NOEL DE CHOCOLATE
6905901,TORRONE
6905902,DOCE TORRONE
6905903,MANDOLATE
6906001,ARROZ-DOCE
6906101,PROPOLIS
6906201,GELEIA REAL
6906301,DOCE SIRIO
6906401,POLPA DE FRUTA CONGELADA
6906402,MARACUJA EM POLPA
6906403,POLPA DE MARACUJA
6906404,POLPA DE COCO
6906405,MELAO EM POLPA
6906406,POLPA DE ABACAXI
6906407,POLPA DE CAJU
6906408,POLPA DE CUPUACU
6906409,POLPA DE GRAVIOLA
6906410,POLPA DE JENIPAPO
6906411,POLPA DE TANGERINA
6906412,POLPA DE MANGA
6906413,POLPA DE CAJA
6906414,POLPA DE GOIABA
6906415,POLPA DE PITANGA
6906416,POLPA DE MORANGO
6906417,POLPA DE UVA
6906418,POLPA DE ACEROLA
6906419,POLPA DE FRUTA DE MANGABA
6906420,POLPA DE TAMARINDO
6906421,POLPA DE BURITI
6906422,POLPA DE BACURI
6906423,POLPA DE CARAMBOLA
6906424,POLPA DE LIMAO
6906425,POLPA DE LARANJA
6906426,POLPA DE MAMAO
6906427,POLPA DE MURICI
6906428,POLPA DE AMEIXA
6906429,POLPA DE CIRIGUELA
6906430,POLPA DE CACAU
6906501,DIET SHAKE
6906502,CONCENTRADO ALIMENTAR DIET SHAKE
6906601,ACUCAR INDETERMINADO
6906602,ACUCAR
6906603,ACUCAR COMUM
6906701,ACUCAR DE BAUNILHA
6906801,ACUCAR TRITURADO
6906802,ACUCAR MOIDO
6906901,ADOCANTE INDETERMINADO
6906902,ADOCANTE
6906903,ADOCANTE EM PO
6906904,ADOCANTE LIQUIDO
6907001,ACUCAR LIGHT
6907002,ACUCAR REFINADO LIGHT
6907003,ACUCAR TRIFILTRADO LIGHT
6907101,ADOCANTE DIET
6907102,ADOCANTE DIETETICO
6907103,ADOCANTE EM PO DIET
6907104,ADOCANTE LIQUIDO DIET
6907105,ADOCANTE EM PO DIETETICO
6907106,ADOCANTE LIQUIDO DIETETICO
6907201,BARRA DE CEREAIS
6907202,BARRA DE CEREAIS SALGADA
6907203,BARRA DE CEREAIS DOCE
6907204,BARRA DE CEREAL
6907301,SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL)
6907401,RABANADA
6907501,MILK SHAKE
6907502,MILK SHAKE DE MORANGO
6907601,FRUTOSE
6907701,DOCE NAO-ESPECIFICADO
6907702,DOCE
6907801,RECHEIO PARA BOLO
6907901,GELEIA DE FRUTAS DE QUALQUER MARCA OU SABOR DIET
6907902,MOUSSE DE QUALQUER MARCA (GELEIA) DIET
6907903,MOUSSE DE QUALQUER SABOR (GELEIA) DIET
6907904,GELEIA DIET
6907905,GELEIA DE FRUTAS DIET
6907906,GELEIA DE FRUTAS DE QUALQUER MARCA OU SABOR DIETETICA
6907907,MOUSSE DE QUALQUER MARCA (GELEIA) DIETETICA
6907908,MOUSSE DE QUALQUER SABOR (GELEIA) DIETETICA
6907909,GELEIA DIETETICA
6907910,GELEIA DE FRUTAS DIETETICA
6908001,DOCE DE FRUTAS EM BARRA OU PASTA DIET
6908002,DOCE DE FRUTAS EM BARRA OU PASTA DIETETICO
6908003,DOCE DE FRUTAS EM PASTA DIETETICO
6908004,DOCE DE FRUTAS EM BARRA DIETETICO
6908005,DOCE DE FRUTAS EM PASTA DIET
6908006,DOCE DE FRUTAS EM BARRA DIET
6908101,GELATINA DIET
6908102,GELATINA DIETETICA
6908103,GELATINA DE DIETA
6908201,NIDEX
6908301,DEXTROSOL
6908401,PASTEIS DE SANTA CLARA
6908501,SUSPIRO
6908601,ACUCAR REFINADO ORGANICO
6908602,ACUCAR TRIFILTRADO ORGANICO
6908701,ACUCAR CRISTAL ORGANICO
6908702,ACUCAR GRANULADO ORGANICO
6908703,ACUCAR CRISTALIZADO ORGANICO
6908801,ACUCAR DEMERARA ORGANICO
6908802,DEMERARA ORGANICO
6908803,ACUCAR AMARELO PRETO ORGANICO
6908804,ACUCAR MASCAVO ORGANICO
6908805,ACUCAR PRETO ORGANICO
6908806,ACUCAR MASCAVADO ORGANICO
6908901,ACUCAR INDETERMINADO ORGANICO
6908902,ACUCAR ORGANICO
6908903,ACUCAR COMUM ORGANICO
6909001,MEL DE ABELHA ORGANICO
6909002,MEL ORGANICO
6909003,MEL ORGANICO COM ALHO
6909004,MEL ORGANICO COM PROPOLIS
6909005,MEL ORGANICO COMPOSTO
6909006,MEL ORGANICO DE ENGENHO
6909007,MEL ORGANICO DE ROMA
6909101,ACUCAR ORGANICO LIGHT
6909201,DOCE DE FRUTAS EM CALDA DIET
6909202,DOCE DE FRUTAS EM CALDA DIETETICO
6909203,DOCE DE PESSEGO EM CALDA DIET
6909204,DOCE DE PESSEGO EM CALDA DIETETICO
6909205,FIGO EM CALDA DIET
6909206,FIGO EM CALDA DIETETICO
6909207,AMEIXA EM CALDA DIET
6909208,AMEIXA EM CALDA DIETETICA
6909209,ABACAXI EM CALDA DIET
6909210,ABACAXI EM CALDA DIETETICO
6909211,BANANA EM CALDA DIET
6909212,BANANA EM CALDA DIETETICA
6909213,GOIABA EM CALDA DIET
6909214,GOIABA EM CALDA DIETETICA
6909215,LARANJA EM CALDA DIET
6909216,LARANJA EM CALDA DIETETICA
6909217,CEREJA EM CALDA DIET
6909218,CEREJA EM CALDA DIETETICA
6909219,MORANGO EM CALDA DIET
6909220,MORANGO EM CALDA DIETETICO
6909301,DOCE DE FRUTAS CRISTALIZADO DE QUALQUER SABOR DIET
6909302,DOCE DE FRUTAS CRISTALIZADO DE QUALQUER SABOR DIETETICO
6909303,DOCE DE FRUTAS CRISTALIZADO DIET
6909304,DOCE DE FRUTAS CRISTALIZADO DIETETICO
6909305,DOCE DE GOIABA CRISTALIZADO DIET
6909306,DOCE DE GOIABA CRISTALIZADO DIETETICO
6909307,DOCE DE CAJU CRISTALIZADO DIET
6909308,DOCE DE CAJU CRISTALIZADO DIETETICO
6909309,DOCE DE BANANA CRISTALIZADO DIET
6909310,DOCE DE BANANA CRISTALIZADO DIETETICO
6909401,DOCE NAO-ESPECIFICADO LIGHT
6909402,DOCE LIGHT NAO-ESPECIFICADO
6909501,DOCE NAO-ESPECIFICADO DIET
6909502,DOCE DIET NAO-ESPECIFICADO
6909503,DOCE NAO-ESPECIFICADO DIETETICO
6909504,DOCE DIETETICO NAO-ESPECIFICADO
6909601,SORVETE DE QUALQUER SABOR INDUSTRIALIZADO LIGHT
6909602,PICOLE DE QUALQUER SABOR INDUSTRIALIZADO LIGHT
6909603,MASSA DE SORVETE LIGHT
6909604,SORVETE INDUSTRIALIZADO LIGHT
6909605,PICOLE INDUSTRIALIZADO LIGHT
6909701,SORVETE DE QUALQUER SABOR INDUSTRIALIZADO DIET
6909702,PICOLE DE QUALQUER SABOR INDUSTRIALIZADO DIET
6909703,MASSA DE SORVETE DIET
6909704,SORVETE INDUSTRIALIZADO DIET
6909705,PICOLE INDUSTRIALIZADO DIET
6909706,SORVETE DE QUALQUER SABOR INDUSTRIALIZADO DIETETICO
6909707,PICOLE DE QUALQUER SABOR INDUSTRIALIZADO DIETETICO
6909708,MASSA DE SORVETE DIETETICA
6909709,SORVETE INDUSTRIALIZADO DIETETICO
6909710,PICOLE INDUSTRIALIZADO DIETETICO
6909801,CHICLETE LIGHT
6909802,MENTEX LIGHT
6909803,BALA LIGHT
6909804,CARAMELO (BALA) LIGHT
6909805,DROPS LIGHT
6909806,PASTILHA LIGHT
6909807,PIRULITO LIGHT
6909808,CHICLE LIGHT
6909809,GOMA DE MASCAR LIGHT
6909810,JUJUBA LIGHT
6909811,BALAS LIGHT
6909812,BALAS SORTIDAS LIGHT
6909813,BALINHA LIGHT
6909901,CHICLETE DIET
6909902,MENTEX DIET
6909903,BALA DIET
6909904,CARAMELO (BALA) DIET
6909905,DROPS DIET
6909906,PASTILHA DIET
6909907,PIRULITO DIET
6909908,CHICLE DIET
6909909,GOMA DE MASCAR DIET
6909910,JUJUBA DIET
6909911,BALAS DIET
6909912,BALAS SORTIDAS DIET
6909913,BALINHA DIET
6909914,CHICLETE DIETETICO
6909915,MENTEX DIETETICO
6909916,BALA DIETETICA
6909917,CARAMELO (BALA) DIETETICO
6909918,DROPS DIETETICO
6909919,PASTILHA DIETETICA
6909920,PIRULITO DIETETICO
6909921,CHICLE DIETETICO
6909922,GOMA DE MASCAR DIETETICA
6909923,JUJUBA DIETETICA
6909924,BALAS DIETETICAS
6909925,BALAS SORTIDAS DIETETICAS
6909926,BALINHA DIETETICA
6910001,TABLETE DE CHOCOLATE LIGHT
6910002,BARRA DE CHOCOLATE LIGHT
6910003,CHOCOLATE EM TABLETE LIGHT
6910004,CHOCOLATE EM BARRA LIGHT
6910005,CHOCOLATE BISS (TABLETE) LIGHT
6910006,CONFETE LIGHT
6910101,TABLETE DE CHOCOLATE DIET
6910102,BARRA DE CHOCOLATE DIET
6910103,CHOCOLATE EM TABLETE DIET
6910104,CHOCOLATE EM BARRA DIET
6910105,CHOCOLATE BISS (TABLETE) DIET
6910106,CONFETE DIET
6910107,TABLETE DE CHOCOLATE DIETETICO
6910108,BARRA DE CHOCOLATE DIETETICO
6910109,CHOCOLATE EM TABLETE DIETETICO
6910110,CHOCOLATE EM BARRA DIETETICO
6910111,CHOCOLATE BISS (TABLETE) DIETETICO
6910112,CONFETE DIETETICO
6910201,CHOCOLATE EM PO DE QUALQUER MARCA LIGHT
6910202,CHOCOLATE EM PO QUICK LIGHT
6910203,CHOCOLATE NESCAU LIGHT
6910204,CHOCOLATE EM PO MUQUI LIGHT
6910205,CHOCOLATE TODDY LIGHT
6910206,CHOCOLATE EM PO TODDY LIGHT
6910207,CHOCOLATE EM PO NESCAU LIGHT
6910208,TODDY INSTANTANEO LIGHT
6910209,QUICK LIGHT
6910210,TODDY VITAMINADO LIGHT
6910211,TODDY LIGHT
6910212,NESCAU LIGHT
6910213,NESCAU VITAMINADO LIGHT
6910214,MUQUI LIGHT
6910215,NESCAU INSTANTANEO LIGHT
6910216,QUICK SHAKE CRISTALINO LIGHT
6910217,QUICK SHAKE LIGHT
6910218,OVOMALTINE LIGHT
6910219,PO ACHOCOLATADO LIGHT
6910220,PO PARA MILK SHAKE LIGHT
6910221,ACHOCOLATADO EM PO LIGHT
6910222,TODDYNHO EM PO LIGHT
6910301,CHOCOLATE EM PO DE QUALQUER MARCA DIET
6910302,CHOCOLATE EM PO QUICK DIET
6910303,CHOCOLATE NESCAU DIET
6910304,CHOCOLATE EM PO MUQUI DIET
6910305,CHOCOLATE TODDY DIET
6910306,CHOCOLATE EM PO TODDY DIET
6910307,CHOCOLATE EM PO NESCAU DIET
6910308,TODDY INSTANTANEO DIET
6910309,QUICK DIET
6910310,TODDY VITAMINADO DIET
6910311,TODDY DIET
6910312,NESCAU DIET
6910313,NESCAU VITAMINADO DIET
6910314,MUQUI DIET
6910315,NESCAU INSTANTANEO DIET
6910316,QUICK SHAKE CRISTALINO DIET
6910317,QUICK SHAKE DIET
6910318,OVOMALTINE DIET
6910319,PO ACHOCOLATADO DIET
6910320,PO PARA MILK SHAKE DIET
6910321,ACHOCOLATADO EM PO DIET
6910322,TODDYNHO EM PO DIET
6910323,CHOCOLATE EM PO DE QUALQUER MARCA DIETETICO
6910324,CHOCOLATE EM PO QUICK DIETETICO
6910325,CHOCOLATE NESCAU DIETETICO
6910326,CHOCOLATE EM PO MUQUI DIETETICO
6910327,CHOCOLATE TODDY DIETETICO
6910328,CHOCOLATE EM PO TODDY DIETETICO
6910329,CHOCOLATE EM PO NESCAU DIETETICO
6910330,TODDY INSTANTANEO DIETETICO
6910331,QUICK DIETETICO
6910332,TODDY VITAMINADO DIETETICO
6910333,TODDY DIETETICO
6910334,NESCAU DIETETICO
6910335,NESCAU VITAMINADO DIETETICO
6910336,MUQUI DIETETICO
6910337,NESCAU INSTANTANEO DIETETICO
6910338,QUICK SHAKE CRISTALINO DIETETICO
6910339,QUICK SHAKE DIETETICO
6910340,OVOMALTINE DIETETICO
6910341,PO ACHOCOLATADO DIETETICO
6910342,PO PARA MILK SHAKE DIETETICO
6910343,ACHOCOLATADO EM PO DIETETICO
6910344,TODDYNHO EM PO DIETETICO
6910401,BOMBOM DE QUALQUER MARCA LIGHT
6910402,BOMBOM CARAMELIZADO DE QUALQUER MARCA LIGHT
6910403,BOMBONS SORTIDOS DE QUALQUER MARCA LIGHT
6910404,TRUFA LIGHT
6910405,BOMBOM LIGHT
6910501,BOMBOM DE QUALQUER MARCA DIET
6910502,BOMBOM CARAMELIZADO DE QUALQUER MARCA DIET
6910503,BOMBONS SORTIDOS DE QUALQUER MARCA DIET
6910504,TRUFA DIET
6910505,BOMBOM DE QUALQUER MARCA DIETETICO
6910506,BOMBOM CARAMELIZADO DE QUALQUER MARCA DIETETICO
6910507,BOMBONS SORTIDOS DE QUALQUER MARCA DIETETICO
6910508,TRUFA DIETETICA
6910601,GELEIA DE FRUTAS DE QUALQUER MARCA OU SABOR LIGHT
6910602,MOUSSE DE QUALQUER MARCA (GELEIA) LIGHT
6910603,MOUSSE DE QUALQUER SABOR (GELEIA) LIGHT
6910604,GELEIA LIGHT
6910605,GELEIA DE FRUTAS LIGHT
6910701,DOCE DE FRUTAS EM BARRA OU PASTA LIGHT
6910702,DOCE DE FRUTAS EM PASTA LIGHT
6910703,DOCE DE FRUTAS EM BARRA LIGHT
6910801,PUDIM DE QUALQUER SABOR LIGHT
6910802,PUDIM DE COCO LIGHT
6910803,PUDIM DE QUEIJO LIGHT
6910804,PUDIM DE LEITE CONDENSADO LIGHT
6910805,PUDIM DE FUBA LIGHT
6910806,PUDIM DE LARANJA LIGHT
6910807,DANETTE PUDIM LIGHT
6910808,PUDIM DANETTE LIGHT
6910901,PUDIM DE QUALQUER SABOR DIET
6910902,PUDIM DE COCO DIET
6910903,PUDIM DE QUEIJO DIET
6910904,PUDIM DE LEITE CONDENSADO DIET
6910905,PUDIM DE FUBA DIET
6910906,PUDIM DE LARANJA DIET
6910907,DANETTE PUDIM DIET
6910908,PUDIM DANETTE DIET
6910909,PUDIM DE QUALQUER SABOR DIETETICO
6910910,PUDIM DE COCO DIETETICO
6910911,PUDIM DE QUEIJO DIETETICO
6910912,PUDIM DE LEITE CONDENSADO DIETETICO
6910913,PUDIM DE FUBA DIETETICO
6910914,PUDIM DE LARANJA DIETETICO
6910915,DANETTE PUDIM DIETETICO
6910916,PUDIM DANETTE DIETETICO
6911001,MANJAR LIGHT
6911101,MANJAR DIET
6911102,MANJAR DIETETICO
6911201,DOCE DE LEITE LIGHT
6911202,MUMU LIGHT
6911301,DOCE DE LEITE DIET
6911302,MUMU DIET
6911303,DOCE DE LEITE DIETETICO
6911304,MUMU DIETETICO
6911401,PICOLE ENSACADO LIGHT
6911402,DINDIM (PICOLE ENSACADO) LIGHT
6911403,SACOLE (PICOLE ENSACADO) LIGHT
6911404,CHUP-CHUP (PICOLE ENSACADO) LIGHT
6911405,PICOLE CASEIRO LIGHT
6911406,SORVETE CASEIRO LIGHT
6911407,GELADINHO LIGHT
6911501,DOCE CONFEITADO DE QUALQUER TIPO LIGHT
6911601,DOCE CONFEITADO DE QUALQUER TIPO DIET
6911602,DOCE CONFEITADO DE QUALQUER TIPO DIETETICO
6911701,CHOCOLATE GRANULADO LIGHT
6911801,CHOCOLATE GRANULADO DIET
6911802,CHOCOLATE GRANULADO DIETETICO
6911901,"COBERTURA DE QUALQUER SABOR (DE SORVETE, ETC.) LIGHT"
6912001,"COBERTURA DE QUALQUER SABOR (DE SORVETE, ETC.) DIET"
6912002,"COBERTURA DE QUALQUER SABOR (DE SORVETE, ETC.) DIETETICO"
6912101,CHOCOLATE EM CREME LIGHT
6912102,NUCITA (CHOCOLATE EM CREME) LIGHT
6912103,IOIO CREME (CHOCOLATE EM CREME) LIGHT
6912201,CHOCOLATE EM CREME DIET
6912202,NUCITA (CHOCOLATE EM CREME) DIET
6912203,IOIO CREME (CHOCOLATE EM CREME) DIET
6912204,CHOCOLATE EM CREME DIETETICO
6912205,NUCITA (CHOCOLATE EM CREME) DIETETICO
6912206,IOIO CREME (CHOCOLATE EM CREME) DIETETICO
6912301,OVO DE PASCOA LIGHT
6912302,COELHINHO DA PASCOA DE CHOCOLATE LIGHT
6912303,CHOCOLATE COELHINHO DA PASCOA LIGHT
6912304,KINDER OVO LIGHT
6912401,OVO DE PASCOA DIET
6912402,COELHINHO DA PASCOA DE CHOCOLATE DIET
6912403,CHOCOLATE COELHINHO DA PASCOA DIET
6912404,KINDER OVO DIET
6912405,OVO DE PASCOA DIETETICO
6912406,COELHINHO DA PASCOA DE CHOCOLATE DIETETICO
6912407,CHOCOLATE COELHINHO DA PASCOA DIETETICO
6912408,KINDER OVO DIETETICO
6912501,BARRA DE CEREAIS DIET
6912502,BARRA DE CEREAIS DOCE DIET
6912503,BARRA DE CEREAIS DIETETICA
6912504,BARRA DE CEREAIS DOCE DIETETICA
6912601,SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) LIGHT
6912701,SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) DIET
6912702,SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL) DIETETICA
6912801,MILK SHAKE DIET
6912802,MILK SHAKE DE MORANGO DIET
6912803,MILK SHAKE DIETETICO
6912804,MILK SHAKE DE MORANGO DIETETICO
6912901,MARIA MOLE DIET
6912902,BABA DE SAPO OU DE MOCA DIET
6912903,MARIA MOLE DIETETICA
6912904,BABA DE SAPO OU DE MOCA DIETETICA
6913001,COCADA DIET
6913002,QUEBRA QUEIXO DIET
6913003,COCADA DIETETICA
6913004,QUEBRA QUEIXO DIETETICO
6913101,DOCE DE AMENDOIM DIET
6913102,PE DE MOLEQUE DIET
6913103,PACOCA DIET
6913104,TORRAO DE AMENDOIM DIET
6913105,PACOQUINHA DE AMENDOIM DIET
6913106,PACOCA DE CASTANHA DE CAJU DIET
6913107,AMENDOIM CARAMELIZADO DIET
6913108,AMENDOIM AMANTEIGADO DIET
6913109,AMENDOIM ACHOCOLATADO DIET
6913110,DOCE DE AMENDOIM DIETETICO
6913111,PE DE MOLEQUE DIETETICO
6913112,PACOCA DIETETICA
6913113,TORRAO DE AMENDOIM DIETETICO
6913114,PACOQUINHA DE AMENDOIM DIETETICA
6913115,PACOCA DE CASTANHA DE CAJU DIETETICA
6913116,AMENDOIM CARAMELIZADO DIETETICO
6913117,AMENDOIM AMANTEIGADO DIETETICO
6913118,AMENDOIM ACHOCOLATADO DIETETICO
6913201,DOCE DE ABOBORA DIET
6913202,DOCE DE ABOBORA DIETETICO
6913301,DOCE DE BATATA DOCE DIET
6913302,DOCE DE BATATA DOCE DIETETICO
6913401,BRIGADEIRO DIET
6913402,BRIGADEIRO DIETETICO
6913501,BOMBA DE QUALQUER TIPO DIET
6913502,BOMBA DE QUALQUER TIPO DIETETICA
6913601,DOCE DE QUEIJO DIET
6913602,DOCE DE QUEIJO DIETETICO
6913701,DOCE A BASE DE OVOS DIET
6913702,DOCE DE OVOS COM AMENDOA DIET
6913703,SCHIMIER DE OVOS DIET
6913704,CACAROLA ITALIANA DIET
6913705,QUINDIM DIET
6913706,DOCE DE OVOS DIET
6913707,PAPO DE ANJO DIET
6913708,FIOS DE OVOS DIET
6913709,DOCE A BASE DE OVOS DIETETICO
6913710,DOCE DE OVOS COM AMENDOA DIETETICO
6913711,SCHIMIER DE OVOS DIETETICO
6913712,CACAROLA ITALIANA DIETETICA
6913713,QUINDIM DIETETICO
6913714,DOCE DE OVOS DIETETICO
6913715,PAPO DE ANJO DIETETICO
6913716,FIOS DE OVOS DIETETICO
6913801,DOCE A BASE DE LEITE DIET
6913802,PAVE DIET
6913803,AMBROSIA DIET
6913804,LEITE GELEIFICADO DIET
6913805,CHANDELE DE QUALQUER SABOR DIET
6913806,DOCE A BASE DE LEITE DIETETICO
6913807,PAVE DIETETICO
6913808,AMBROSIA DIETETICA
6913809,LEITE GELEIFICADO DIETETICO
6913810,CHANDELE DE QUALQUER SABOR DIETETICO
6913901,GELATINA LIGHT
6913902,GELATINA EM PO LIGHT
6913903,GELATINA EM FOLHA LIGHT
6914001,ADOCANTE LIGHT
6914002,ADOCANTE EM PO LIGHT
6914003,ADOCANTE LIQUIDO LIGHT
6914101,BARRA DE CEREAIS LIGHT
6914201,ARROZ CARAMELIZADO
6914301,DOCE DE GERGELIM
6914401,CREME DE AVELA
6914501,ARROZ DOCE
6914601,GLICOSE DE MANDIOCA
6914701,VITAMINA CONCENTRADA (SHAKE)
6914801,CASQUINHA DE SORVETE
6914901,ACUCAR DE COCO
6915001,ACUCAR DIET
6915101,DOCE DE LEITE SEM LACTOSE
6915102,DOCE DE LEITE ZERO LACTOSE
6915201,SORVETE SEM LACTOSE
6915301,DOCE DE FRUTAS NAO ESPECIFICADO
6915401,DOCE DE CANELA
6915501,DOCE DE SAGU
6915601,MACA DO AMOR
6915701,PALHA ITALIANA
6915801,BALA SEM GLUTEN
6915901,BARRA DE PROTEINA
6916001,CHOCOLATE ZERO
6916101,MOUSSE DE QUALQUER SABOR
6916201,CREME DE CASTANHA
6916301,PETIT GATEAU
6916401,CHEESECAKE
6916501,ACHOCOLATADO EM CAPSULA
6916601,ALFARROBA
6916701,BOMBOCADO
6916801,BEIJINHO
6916901,DRAGEADO
6917001,PASTEL DE BELEM
6917101,TARTELETE
6917201,TOUCINHO DO CEU
6917301,NHA BENTA
6917401,ROLINHO BANANA E CHOCOLATE
6917501,MISTURA PARA SAGU INDUSTRIALIZADA
6917601,FRUTAS COBERTAS COM CHOCOLATE
6917701,DOCE PUXA-PUXA
7000101,SAL REFINADO
7000102,SAL IODADO
7000201,SAL GROSSO
7000202,SAL TRITURADO
7000203,SAL MOIDO
7000204,SAL GROSSO TEMPERADO
7000301,SAL AMONIACO
7000401,TEMPERO MISTO INDUSTRIALIZADO EM PASTA
7000402,CONDIMENTO MISTO INDUSTRIALIZADO EM PASTA
7000403,SALHO
7000404,ALHOSAL
7000405,ARISCO
7000406,TEMPERO ARISCO
7000407,ALHO EM PASTA
7000408,MINHOTO ALHO E SAL
7000409,PURE DE ALHO
7000410,CREME DE ALHO
7000411,MASSA DE ALHO
7000412,TEMPERO ALHO E SAL
7000413,TEMPERO COMPLETO EM PASTA
7000501,BICARBONATO DE SODIO
7000502,BICARBONATO
7000601,FERMENTO EM PO
7000602,FERMENTO
7000603,FERMENTO BIOLOGICO
7000701,GLUTAMATO MONOSSODICO
7000702,AJINOMOTO
7000703,REALCADOR DE SABOR
7000801,GERSAL
7000901,BAUNILHA EM PO
7000902,ESSENCIA DE BAUNILHA
7000903,VANILINA
7000904,ESSENCIA DE CEREJA
7001001,CANELA EM PO
7001002,CANELA EM PAU
7001003,CANELA EM FOLHA
7001101,CRAVO (TEMPERO INDUSTRIALIZADO)
7001102,CRAVO TEMPERADO
7001103,CRAVO DA INDIA
7001201,COLORAU
7001202,COLORIFICO
7001203,URUCU
7001204,URUCUM
7001205,COLORAU COM PIMENTA
7001301,PAPRIKA
7001401,NOZ MOSCADA (TEMPERO INDUSTRIALIZADO)
7001501,MOSTARDA (TEMPERO INDUSTRIALIZADO)
7001601,LOURO (TEMPERO INDUSTRIALIZADO)
7001602,LOURO EM PO
7001603,LOURO EM FOLHA
7001604,FOLHA DE LOURO
7001701,ACAFRAO EM PO
7001801,COMINHO EM GRAO
7001802,CUMINHO EM GRAO
7001901,SEGURELHA (TEMPERO INDUSTRIALIZADO)
7002001,MOLHO DE TOMATE COM ERVAS
7002101,ALFAVACA (TEMPERO INDUSTRIALIZADO)
7002102,QUIOIO (TEMPERO INDUSTRIALIZADO)
7002103,MANGERICAO DE MOLHO (TEMPERO INDUSTRIALIZADO)
7002104,ALFAVACA DE CHEIRO (TEMPERO INDUSTRIALIZADO)
7002105,MANGERICAO (TEMPERO INDUSTRIALIZADO)
7002106,ALFAVACA CHEIROSA (TEMPERO INDUSTRIALIZADO)
7002107,MOLHO DE MANGERICAO
7002201,OREGANO (TEMPERO INDUSTRIALIZADO)
7002202,OREGAO (TEMPERO INDUSTRIALIZADO)
7002203,OUREGAO (TEMPERO INDUSTRIALIZADO)
7002301,HORTELA (TEMPERO INDUSTRIALIZADO)
7002302,HORTELA ROMANA (TEMPERO INDUSTRIALIZADO)
7002303,HORTELA DAS HORTAS (TEMPERO INDUSTRIALIZADO)
7002304,HORTELA COMUM (TEMPERO INDUSTRIALIZADO)
7002305,LEVANTE (TEMPERO INDUSTRIALIZADO)
7002306,HORTELA PRETA (TEMPERO INDUSTRIALIZADO)
7002307,HORTELA PIMENTA (TEMPERO INDUSTRIALIZADO)
7002308,ALEVANTE (TEMPERO INDUSTRIALIZADO)
7002401,ALCAPARRA EM CONSERVA
7002501,MANJERONA SECA
7002502,MANJERONA VERDADEIRA SECA
7002503,MANJERONA INGLESA SECA
7002504,MANJERONA DESIDRATADA
7002505,MANJERONA VERDADEIRA DESIDRATADA
7002506,MANJERONA INGLESA DESIDRATADA
7002601,COENTRO (TEMPERO INDUSTRIALIZADO)
7002602,COENTRO EM PO
7002603,SEMENTE DE COENTRO
7002604,COENTRO EM GRAO
7002701,ALHO EM PO
7002702,ALHO DESIDRATADO
7002801,CEBOLA EM PO
7002802,CEBOLA DESIDRATADA
7002803,CEBOLA EM FLOCOS
7002901,CHEIRO VERDE EM PO
7003001,PIMENTAO EM PO
7003101,PIMENTA DO REINO EM PO OU EM GRAO
7003102,PIMENTA DO REINO EM PO
7003103,PIMENTA DO REINO EM GRAO
7003104,PIMENTA DO REINO CLARA
7003105,PIMENTA DA INDIA (PIMENTA DO REINO)
7003106,PIMENTA DO REINO BRANCA
7003107,PIMENTA DO REINO PRETA
7003108,PIMENTA DO REINO ESCURA
7003109,PIMENTA DO REINO
7003110,MIX DE PIMENTA DO REINO
7003201,PIMENTA DO REINO E COMINHO
7003202,COMINHO E PIMENTA DO REINO
7003301,VINAGRE DE ALCOOL
7003302,VINAGRE DE CANA
7003401,VINAGRE DE VINHO
7003402,VINAGRE DE UVA
7003501,VINAGRE DE MACA
7003601,MOLHO DE SOJA
7003602,NATOR
7003603,MOLHO JAPONES
7003604,SHOYO
7003605,TSUQUEMONO
7003606,SAKURO
7003607,MOLHO SHOYU
7003701,MOLHO INGLES
7003801,LEITE DE COCO
7003901,MOLHO TARTARO
7004001,TEMPERO DE SALADAS
7004101,MOLHO DE TUCUPI COM PIMENTA
7004102,TUCUPI EM MOLHO COM PIMENTA
7004103,TUCUPI COM PIMENTA
7004201,MOLHO DE HORTELA
7004301,MAIONESE
7004302,MAIONESE COM LIMAO
7004303,MAIONESE COM ATUM
7004304,MAIONESE COM AZEITONA
7004305,MOLHO DE MAIONESE
7004306,MAIONESE DE QUALQUER SABOR
7004307,MAIONESE DE LEITE
7004401,CALDO DE GALINHA
7004501,CALDO DE CARNE
7004502,CALDO DE PICANHA
7004601,CURRY
7004701,MASSA DE TOMATE
7004702,EXTRATO DE TOMATE
7004703,GELEIA DE TOMATE
7004704,PURE DE TOMATE
7004705,POLPA DE TOMATE
7004801,MOLHO DE TOMATE
7004802,KETCHUP
7004803,CATCHUP
7004804,CAT-CHUP
7004805,KAT-CHUP
7004806,MOLHO REFOGADO DE TOMATE
7004807,KATCHUP
7004901,MOLHO BOLONHESA
7004902,MOLHO A BOLONHESA
7004903,MOLHO DE TOMATE COM CARNE
7004904,MOLHO DE MACARRONADA
7005001,MOLHO VEGETAL
7005101,MOLHO XADREZ
7005201,COMINHO EM PO
